County,City,ZipCode,Agency,FocusArea,Service,Address
Coweta,Newnan,30264,Special Olympics Coweta County,Education,Youth Enrichment Programs,167 Werz Industrial Blvd.
Coweta,Newnan,30265,Cambridge House Enrichment Center,Health,Adult Day Program Centers,2687 Hwy. 154
Coweta,Newnan,30265,Cambridge House Enrichment Center,Health,Adult Out of Home Respite Care,2687 Hwy. 154
Coweta,Newnan,30265,Coweta Public Library System,Education,Book Loan,85 Literary Lane
Coweta,Newnan,30265,Coweta Public Library System,Miscellaneous,Copy Machines,85 Literary Lane
Coweta,Newnan,30265,Coweta Public Library System,Miscellaneous,Instructional Materials Centers,85 Literary Lane
Coweta,Newnan,30265,Coweta Public Library System,Miscellaneous,Public Access Computers/Tools,85 Literary Lane
Coweta,Newnan,30265,Coweta Public Library System,Education,Story Hour,85 Literary Lane
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Career Awareness,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Career Counseling,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Career Exploration,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Classroom Training,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,College/University Entrance Support,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Income,Financial Management Workshops,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Income,Job Banks,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Income,Job Corps,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Job Interview Training,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Job Readiness,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Job Search Techniques,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Income,Job Search/Placement,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Education,Resume Preparation Assistance,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Income,Senior Community Service Employment Programs,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Health,State Unemployment Insurance Applications,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Income,Summer Youth Employment Programs,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Miscellaneous,WIOA Programs,30 Bledsoe Rd.
Coweta,Newnan,30265,Georgia Department of Labor - Newnan,Income,Workshops/Symposiums * Employment Issues,30 Bledsoe Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Adult Diabetes Management Clinics,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Birth Orientation Programs,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,CPR Instruction,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Early Pregnancy Classes,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Emergency Room Care,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Exercise Classes/Groups,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,General Acute Care Hospitals,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,General First Aid Instruction,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,General Health Education Programs,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Health/Disability Related Support Groups * Diabetes,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Neonatal Care,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Education,Parenting Skills Classes,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Pediatric Diabetes Management Clinics,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Prenatal Care,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Prepared Childbirth,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Radiology,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Sibling Birth Preparation Programs,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Sleep Disorders Clinics,745 Poplar Rd.
Coweta,Newnan,30265,Piedmont Newnan Hospital,Health,Wound Clinics,745 Poplar Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Miscellaneous,Automobile Payment Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Health,Benefits Screening,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Homelessness,Electric Service Payment Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Basic Needs,Food Pantries,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Education,GED/High School Equivalency Test Instruction,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Homelessness,Gas Service Payment Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Miscellaneous,General Clothing Provision,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Homelessness,Heating Fuel Payment Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Health,Medical Care Expense Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Income,Mortgage Payment Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Health,Prescription Expense Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Income,Rent Payment Assistance,3 Village Rd.
Coweta,Newnan,30265,Society of St. Vincent de Paul - St. Mary Magdalene,Homelessness,Water Service Payment Assistance,3 Village Rd.
DeKalb,Atlanta,30307,Enchanted Closet,Education,Leadership Development,"1385 Oxford Rd., NE"
DeKalb,Atlanta,30307,Enchanted Closet,Education,Youth Business Programs,"1385 Oxford Rd., NE"
DeKalb,Atlanta,30307,Enchanted Closet,Education,Youth Community Service Programs,"1385 Oxford Rd., NE"
DeKalb,Atlanta,30307,Enchanted Closet,Education,Youth Enrichment Programs,"1385 Oxford Rd., NE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Education,Child Care Centers,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Health,Disability/Rehabilitation Related Occupational Therapy,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Health,Early Intervention for Children with Disabilities/Delays,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Education,Extended Child Care,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Education,Head Start Sites,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Health,Pediatric Occupational Therapy,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Education,Public Preschools,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,Easter Seals Child Development Center at Guice Educare,Health,Speech Therapy,"1485 Woodland Ave., SE"
DeKalb,Atlanta,30316,First African Methodist Episcopal Church /FAME,Miscellaneous,Children's Clothing,"2046 Richard Allen Ln., SE"
DeKalb,Atlanta,30316,First African Methodist Episcopal Church /FAME,Miscellaneous,Donation Pickups,"2046 Richard Allen Ln., SE"
DeKalb,Atlanta,30316,First African Methodist Episcopal Church /FAME,Basic Needs,Food Pantries,"2046 Richard Allen Ln., SE"
DeKalb,Atlanta,30316,First African Methodist Episcopal Church /FAME,Miscellaneous,General Clothing Provision,"2046 Richard Allen Ln., SE"
DeKalb,Atlanta,30317,Boys & Girls Club - George Washington Carver Club,Education,Boys/Girls Clubs,"20 Warren St., NE"
DeKalb,Atlanta,30317,Boys & Girls Club - George Washington Carver Club,Education,Dropout Prevention,"20 Warren St., NE"
DeKalb,Atlanta,30317,Boys & Girls Club - George Washington Carver Club,Education,Extended Child Care,"20 Warren St., NE"
DeKalb,Atlanta,30317,Boys & Girls Club - George Washington Carver Club,Education,Subject Tutoring,"20 Warren St., NE"
DeKalb,Atlanta,30317,Boys & Girls Club - George Washington Carver Club,Education,Youth Enrichment Programs,"20 Warren St., NE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Health,Aerobics,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Baseball,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Health,CPR Instruction,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Health,General Health Education Programs,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Head Start Sites,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Leadership Development,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Soccer,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Swimming Safety Education,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Swimming/Swimming Lessons,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Health,Walking Programs,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Y Facilities,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Health,Yoga,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,East Lake Family YMCA,Education,Youth Enrichment Programs,"275 East Lake Blvd., SE"
DeKalb,Atlanta,30317,Family Medical Center,Health,Adolescent Medicine,30 Warren St.
DeKalb,Atlanta,30317,Family Medical Center,Health,Child Health and Disability Prevention Exams,30 Warren St.
DeKalb,Atlanta,30317,Family Medical Center,Health,Community Clinics,30 Warren St.
DeKalb,Atlanta,30317,Family Medical Center,Health,General Dentistry,30 Warren St.
DeKalb,Atlanta,30317,Family Medical Center,Education,Parenting Skills Classes,30 Warren St.
DeKalb,Atlanta,30317,Family Medical Center,Health,Pediatric Dentistry,30 Warren St.
DeKalb,Atlanta,30317,Family Medical Center,Education,Public Preschools,30 Warren St.
DeKalb,Atlanta,30317,Family Medical Center,Health,Specialized Pediatric Evaluation,30 Warren St.
DeKalb,Atlanta,30319,Boys & Girls Club - Brookhaven Club,Education,Boys/Girls Clubs,1330 N. Druid Hills Rd.
DeKalb,Atlanta,30319,Boys & Girls Club - Brookhaven Club,Education,Dropout Prevention,1330 N. Druid Hills Rd.
DeKalb,Atlanta,30319,Boys & Girls Club - Brookhaven Club,Education,Extended Child Care,1330 N. Druid Hills Rd.
DeKalb,Atlanta,30319,Boys & Girls Club - Brookhaven Club,Education,Subject Tutoring,1330 N. Druid Hills Rd.
DeKalb,Atlanta,30319,Boys & Girls Club - Brookhaven Club,Education,Youth Enrichment Programs,1330 N. Druid Hills Rd.
DeKalb,Atlanta,30319,Brookhaven United Methodist Church,Miscellaneous,Winter Clothing,"1366 N. Druid Hills Rd., NE"
DeKalb,Atlanta,30322,Emory University Hospital,Health,Brain Imaging,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Cancer Clinics,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Cardiovascular Medicine,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Heart Transplants,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Kidney Transplants,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Liver Transplants,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Medical Oncology,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Neurosurgery,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Radiology,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Hospital,Health,Vascular Surgery,1364 Clifton Rd.
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Adolescent/Youth Counseling,36 Eagle Row
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Child Guidance,36 Eagle Row
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Conjoint Counseling,36 Eagle Row
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Family Counseling,36 Eagle Row
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Individual Counseling,36 Eagle Row
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Marriage Counseling,36 Eagle Row
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Psychological Testing,36 Eagle Row
DeKalb,Atlanta,30322,Emory University Psychological Center,Health,Stress Management,36 Eagle Row
DeKalb,Atlanta,30322,"Emory University School of Medicine, Department of Neurology, Ataxia Center",Health,Health Related Advocacy Groups,201 Dowman Dr.
DeKalb,Atlanta,30322,"Emory University School of Medicine, Department of Neurology, Ataxia Center",Health,Neurology,201 Dowman Dr.
DeKalb,Atlanta,30322,"Emory University School of Medicine, Department of Neurology, Ataxia Center",Health,Printed Materials * Health Issues,201 Dowman Dr.
DeKalb,Atlanta,30329,Atlanta Ronald McDonald House Charities,Health,Patient/Family Housing,"795 Gatewood Rd., NE"
DeKalb,Atlanta,30329,Bahamas Consulate General,Miscellaneous,Consulates/Foreign Government Representatives,"2970 Clairmont Rd., NE"
DeKalb,Atlanta,30329,Bahamas Consulate General,Miscellaneous,Notary Public Services,"2970 Clairmont Rd., NE"
DeKalb,Atlanta,30329,Bahamas Consulate General,Miscellaneous,Passports,"2970 Clairmont Rd., NE"
DeKalb,Atlanta,30329,Bahamas Consulate General,Miscellaneous,Tourist Information,"2970 Clairmont Rd., NE"
DeKalb,Atlanta,30329,Bahamas Consulate General,Miscellaneous,Tourist Visas,"2970 Clairmont Rd., NE"
DeKalb,Atlanta,30329,Briarcliff Baptist Church,Miscellaneous,Children's Clothing,"3039 Briarcliff Rd., NE"
DeKalb,Atlanta,30329,Briarcliff Baptist Church,Basic Needs,Food Pantries,"3039 Briarcliff Rd., NE"
DeKalb,Atlanta,30329,Briarcliff Baptist Church,Miscellaneous,General Clothing Provision,"3039 Briarcliff Rd., NE"
DeKalb,Atlanta,30329,Briarcliff Baptist Church,Miscellaneous,Shoes,"3039 Briarcliff Rd., NE"
DeKalb,Atlanta,30329,Central Congregational United Church of Christ - Plymouth Harbor,Health,Adult Day Program Centers,"2676 Clairmont Rd., NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Breast Examinations,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Clinical Pregnancy Tests,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Confidential HIV Testing,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Contraception,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Gynecology Services,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Infertility Diagnosis,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Infertility Treatment,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Medical Information Lines * Health Issues,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Pap Tests,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Pregnancy Counseling,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Sexually Transmitted Disease Screening,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Health,Sexually Transmitted Disease Treatment,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Feminist Women's Health Center,Miscellaneous,Speakers/Speakers Bureaus,"1924 Cliff Valley Way, NE"
DeKalb,Atlanta,30329,Georgia Community Support and Solutions/GCSS,Health,Adult Development Centers,1945 Cliff Valley Way
DeKalb,Atlanta,30329,Georgia Community Support and Solutions/GCSS,Health,Adult In Home Respite Care,1945 Cliff Valley Way
DeKalb,Atlanta,30329,Georgia Community Support and Solutions/GCSS,Health,Adult Out of Home Respite Care,1945 Cliff Valley Way
DeKalb,Atlanta,30329,Georgia Community Support and Solutions/GCSS,Health,Children's In Home Respite Care,1945 Cliff Valley Way
DeKalb,Atlanta,30329,Georgia Community Support and Solutions/GCSS,Health,Children's Out of Home Respite Care,1945 Cliff Valley Way
